"inDEG" "group" "links" "triplet" "mean_edge" "nodes" "species"
"NO" "2735" 1 0 191 2 2
"NO" "2736" 11 8 116.909090909091 6 5
"NO" "2737" 9 7 81.5555555555556 5 5
"NO" "2738" 1 0 206 2 2
"NO" "2739" 10 10 103 5 5
"NO" "274" 36 84 184.861111111111 9 1
"NO" "2740" 14 11 204.214285714286 8 5
"YES" "2741" 27 30 247.666666666667 11 5
"NO" "2742" 10 10 275 5 5
"NO" "2743" 1 0 166 2 1
"NO" "2744" 4 1 69.5 4 2
"NO" "2745" 1 0 57 2 1
"YES" "2746" 7624 112918 63.8377492130115 417 5
"NO" "2747" 9 7 68.4444444444444 5 5
"YES" "2748" 21 18 225.333333333333 10 5
"NO" "2749" 3 1 310.333333333333 3 3
"YES" "275" 63 162 297.777777777778 13 5
"NO" "2750" 1 0 142 2 2
"NO" "2751" 21 35 457.619047619048 7 5
"NO" "2752" 10 10 268.2 5 5
"NO" "2753" 12 10 202 7 5
"NO" "2754" 6 4 126.833333333333 4 4
"NO" "2755" 6 4 112.166666666667 4 4
"NO" "2756" 21 35 67.4285714285714 7 5
"NO" "2757" 21 35 244.333333333333 7 5
"NO" "2758" 3 1 52.6666666666667 3 2
"NO" "2759" 14 11 194.071428571429 8 5
"NO" "276" 6 4 180.5 4 2
"NO" "2760" 1 0 51 2 2
"NO" "2761" 3 1 98 3 3
"NO" "2762" 1 0 671 2 1
"NO" "2763" 1 0 102 2 2
"NO" "2764" 6 4 95 4 4
"NO" "2765" 3 1 253 3 3
"YES" "2766" 36 55 136.583333333333 12 5
"NO" "2767" 10 10 168.8 5 5
"NO" "2768" 1 0 303 2 1
"NO" "2769" 2 0 222.5 3 1
"NO" "277" 241 1546 361.792531120332 24 5
"NO" "2770" 1 0 71 2 2
"NO" "2771" 1 0 55 2 1
"NO" "2772" 3 1 282.666666666667 3 2
"NO" "2773" 1 0 54 2 1
"NO" "2774" 3 1 71.3333333333333 3 3
"NO" "2775" 1 0 129 2 1
"NO" "2776" 10 10 411.7 5 5
"NO" "2777" 3 1 139.666666666667 3 3
"NO" "2778" 1 0 173 2 2
"NO" "2779" 3 1 129 3 2
"NO" "278" 10 10 559.9 5 5
"NO" "2780" 1 0 173 2 2
"NO" "2781" 1 0 451 2 1
"NO" "2782" 15 20 164.4 6 5
"NO" "2783" 69 120 138.898550724638 16 5
"NO" "2784" 4 1 57.25 4 1
"YES" "2785" 10 10 210.5 5 5
"NO" "2786" 2 0 47 3 1
"NO" "2787" 1 0 59 2 1
"NO" "2788" 4 1 177.5 4 1
"NO" "2789" 1 0 289 2 2
"NO" "279" 18 21 270.944444444444 8 5
"NO" "2790" 10 10 226.3 5 5
"NO" "2791" 4 1 128.5 4 3
"NO" "2792" 5 1 167.4 5 3
"NO" "2793" 10 10 321.2 5 5
"NO" "2794" 4 1 106.75 4 2
"NO" "2795" 3 1 198.666666666667 3 3
"NO" "2796" 6 4 312.333333333333 4 4
"YES" "2797" 8 5 134.375 5 5
"NO" "2798" 1 0 539 2 2
"NO" "2799" 1 0 86 2 2
"NO" "28" 6 4 410 4 1
"NO" "280" 2 0 90.5 3 2
"NO" "2800" 1 0 80 2 1
"NO" "2801" 6 4 134.666666666667 4 4
"NO" "2802" 3 1 100.666666666667 3 3
"NO" "2803" 6 4 138.833333333333 4 2
"NO" "2804" 12 10 67.5833333333333 7 5
"NO" "2805" 1 0 106 2 2
"NO" "2806" 5 1 115.2 5 5
"NO" "2807" 10 10 167.1 5 5
"NO" "2808" 1 0 46 2 1
"YES" "2809" 10 10 754.5 5 5
"NO" "281" 10 10 557 5 5
"NO" "2810" 15 20 566 6 5
"NO" "2811" 3 1 102.666666666667 3 3
"NO" "2812" 1 0 392 2 2
"NO" "2813" 10 10 217.1 5 5
"YES" "2814" 10 10 408.1 5 5
"NO" "2815" 1 0 634 2 2
"NO" "2816" 2 0 119 3 3
"NO" "2817" 10 10 219.2 5 5
"NO" "2818" 1 0 48 2 2
"NO" "2819" 10 10 233 5 5
"NO" "282" 10 10 68.5 5 5
"NO" "2820" 5 1 161.6 5 3
"NO" "2821" 10 10 279.1 5 5
"NO" "2822" 1 0 846 2 1
"YES" "2823" 21 16 192.238095238095 11 5
"NO" "2824" 3 1 258.666666666667 3 3
"NO" "2825" 3 1 105.666666666667 3 2
"NO" "2826" 8 5 121.75 5 5
"NO" "2827" 3 1 106 3 3
"NO" "2828" 8 2 204.375 7 5
"NO" "2829" 3 1 80.6666666666667 3 1
"NO" "283" 3 1 88.3333333333333 3 3
"NO" "2830" 1 0 126 2 1
"NO" "2831" 7 2 125.714285714286 6 1
"NO" "2832" 6 2 95.3333333333333 5 5
"NO" "2833" 10 5 102.8 7 5
"NO" "2834" 1 0 64 2 1
"NO" "2835" 9 7 899.444444444444 5 1
"NO" "2836" 3 1 156.333333333333 3 3
"NO" "2837" 6 4 202.166666666667 4 2
"NO" "2838" 1 0 38 2 2
"NO" "2839" 3 1 239.333333333333 3 3
"YES" "284" 10 10 103 5 5
"NO" "2840" 20 19 91.5 9 3
"NO" "2841" 69 107 255.028985507246 17 5
"NO" "2842" 1 0 47 2 2
"NO" "2843" 8 5 82.875 5 5
"NO" "2844" 1 0 211 2 1
"NO" "2845" 8 5 130.875 5 5
"NO" "2846" 1 0 414 2 2
"NO" "2847" 3 1 151 3 3
"YES" "2848" 10 10 724.4 5 5
"NO" "2849" 1 0 119 2 2
"NO" "285" 4 1 80.5 4 4
"NO" "2850" 10 10 260.9 5 5
"YES" "2851" 18 15 315.611111111111 9 5
"NO" "2852" 10 10 95.3 5 3
"NO" "2853" 4 1 1169.5 3 3
"YES" "2854" 81 122 222.234567901235 24 5
"YES" "2855" 1 0 88 2 2
"NO" "2856" 1 0 70 2 2
"NO" "2857" 2 0 46.5 3 3
"NO" "2858" 1 0 361 2 2
"NO" "2859" 2 0 133.5 3 1
"NO" "286" 55 165 207.690909090909 11 5
"NO" "2860" 1 0 111 2 2
"NO" "2861" 10 10 97.1 5 5
"NO" "2862" 11 10 119.909090909091 6 2
"NO" "2863" 10 10 712.1 5 5
"NO" "2864" 10 10 408.6 5 2
"NO" "2865" 1 0 48 2 1
"NO" "2866" 4 0 71 5 5
"NO" "2867" 10 10 320.7 5 5
"NO" "2868" 28 40 143.178571428571 9 5
"YES" "2869" 10 10 393.1 5 5
"NO" "287" 131 479 134.267175572519 20 5
"NO" "2870" 1 0 96 2 1
"NO" "2871" 1 0 124 2 2
"YES" "2872" 520 872 168.032692307692 155 5
"NO" "2873" 10 10 147.4 5 4
"NO" "2874" 10 10 356.1 5 4
"NO" "2875" 7 4 67.7142857142857 5 1
"YES" "2876" 12 7 189.416666666667 7 4
"NO" "2877" 1 0 93 2 2
"NO" "2878" 10 10 80.8 5 5
"NO" "2879" 5 2 99.6 4 3
"NO" "288" 45 120 268.733333333333 10 5
"NO" "2880" 3 1 286.666666666667 3 3
"NO" "2881" 3 1 149.666666666667 3 3
"NO" "2882" 10 10 157.4 5 5
"NO" "2883" 1 0 47 2 1
"NO" "2884" 1 0 68 2 1
"YES" "2885" 6 2 188.166666666667 5 5
"YES" "2886" 57 91 588.087719298246 19 5
"NO" "2887" 1 0 57 2 2
"NO" "2888" 3 1 267.333333333333 3 3
"NO" "2889" 6 4 187 4 3
"NO" "289" 12 11 91.6666666666667 6 3
"NO" "2890" 3 1 187 3 3
"NO" "2891" 10 10 135.1 5 5
"NO" "2892" 10 10 115.2 5 5
"NO" "2893" 1 0 221 2 2
"NO" "2894" 8 1 191.875 7 4
"YES" "2895" 224 385 271.455357142857 63 5
"NO" "2896" 10 10 160.4 5 5
"YES" "2897" 10 10 131.4 5 5
"NO" "2898" 1 0 150 2 1
"YES" "2899" 6 4 221 4 4
"NO" "29" 11110 157593 137.930063006301 646 5
"NO" "290" 27 38 94.7407407407407 9 4
"NO" "2900" 9 7 83.6666666666667 5 5
"YES" "2901" 6 4 349.5 4 4
"NO" "2902" 1 0 141 2 1
"NO" "2903" 8 5 224.25 5 3
"NO" "2904" 1 0 215 2 2
"NO" "2905" 3 1 193 3 1
"NO" "2906" 5 1 137.4 5 5
"NO" "2907" 3 1 222.666666666667 3 3
"NO" "2908" 2 0 73.5 3 3
"NO" "2909" 7 4 115 5 5
"NO" "291" 10 10 617.2 5 5
"NO" "2910" 10 10 255 5 5
"YES" "2911" 10 10 270.7 5 5
"NO" "2912" 9 7 331.555555555556 5 5
"NO" "2913" 3 1 92 3 3
"NO" "2914" 29 39 548.48275862069 11 5
"NO" "2915" 1 0 175 2 2
"NO" "2916" 6 4 97.3333333333333 4 1
"NO" "2917" 1 0 131 2 1
"NO" "2918" 1 0 131 2 1
"NO" "2919" 1 0 101 2 1
"YES" "292" 4 1 72.75 4 4
"NO" "2920" 1 0 93 2 1
"NO" "2921" 3 1 227 3 1
"NO" "2922" 10 10 207.8 5 5
"NO" "2923" 4 1 108.75 4 4
"YES" "2924" 3 1 397.333333333333 3 3
"NO" "2925" 10 10 201.8 5 5
"NO" "2926" 3 1 91.3333333333333 3 3
"NO" "2927" 3 1 82.6666666666667 3 3
"NO" "2928" 3 0 79.6666666666667 4 4
"YES" "2929" 6 4 219.5 4 4
"NO" "293" 16 20 131.25 7 3
"NO" "2930" 2 0 452.5 3 1
"NO" "2931" 10 10 305.3 5 5
"YES" "2932" 10 10 673.3 5 5
"NO" "2933" 10 10 78.4 5 5
"YES" "2934" 44 112 128.659090909091 10 5
"NO" "2935" 1 0 287 2 1
"NO" "2936" 1 0 51 2 2
"YES" "2937" 10 10 216.1 5 5
"NO" "2938" 3 1 120 3 3
"YES" "2939" 10 10 96.9 5 5
"YES" "294" 19443 300350 84.9119477446896 569 5
"NO" "2940" 9 4 72.2222222222222 7 2
"NO" "2941" 3 1 74 3 3
"NO" "2942" 1 0 95 2 2
"NO" "2943" 1 0 132 2 1
"NO" "2944" 1 0 104 2 1
"NO" "2945" 18 14 267.5 9 4
"NO" "2946" 3 1 107.333333333333 3 2
"NO" "2947" 10 10 258.7 5 5
"NO" "2948" 3 1 559.333333333333 3 3
"YES" "2949" 10 10 250.6 5 5
"YES" "295" 21 35 489.47619047619 7 5
"NO" "2950" 3 1 103.666666666667 3 3
"NO" "2951" 2 0 273.5 3 1
"NO" "2952" 3 1 102.666666666667 3 1
"YES" "2953" 8 5 181.125 5 5
"NO" "2954" 1 0 211 2 1
"NO" "2955" 1 0 182 2 2
"YES" "2956" 6 4 185 4 4
"YES" "2957" 10 10 154.8 5 5
"NO" "2958" 1 0 120 2 2
"YES" "2959" 10 10 554 5 5
"YES" "296" 150 769 236.706666666667 18 5
"YES" "2960" 10 10 280.6 5 5
"YES" "2961" 19 22 285.631578947368 8 5
"NO" "2962" 10 10 270.8 5 5
"NO" "2963" 1 0 50 2 2
"YES" "2964" 27 50 363.925925925926 8 5
"NO" "2965" 1 0 61 2 2
"NO" "2966" 3 1 417.666666666667 3 3
"NO" "2967" 1 0 158 2 2
"YES" "2968" 10 10 310 5 5
"NO" "2969" 14 11 230.214285714286 7 5
"NO" "297" 10 5 159.3 7 2
"NO" "2970" 306 1119 123.480392156863 58 5
"NO" "2971" 3 1 116 3 1
"NO" "2972" 1 0 68 2 2
"NO" "2973" 3 1 189.333333333333 3 3
"NO" "2974" 1 0 128 2 1
"NO" "2975" 6 4 258.833333333333 4 4
"YES" "2976" 10 10 464.8 5 5
"NO" "2977" 10 10 1629.2 5 5
"NO" "2978" 17 9 80.6470588235294 10 2
"YES" "2979" 10 10 150.9 5 5
"NO" "298" 128 357 118.3359375 23 5
"NO" "2980" 1 0 155 2 1
"NO" "2981" 1 0 559 2 1
"NO" "2982" 3 1 91 3 1
"NO" "2983" 1 0 91 2 1
"YES" "2984" 26 31 213.346153846154 10 5
"NO" "2985" 3 1 137.333333333333 3 1
"NO" "2986" 3 1 172.333333333333 3 1
"NO" "2987" 3 1 192.666666666667 3 3
"NO" "2988" 1 0 63 2 2
"NO" "2989" 1 0 217 2 2
"NO" "299" 150 641 324.666666666667 21 2
"NO" "2990" 73 141 131.849315068493 23 5
"NO" "2991" 1 0 121 2 1
"NO" "2992" 1 0 127 2 2
"NO" "2993" 1 0 41 2 2
"NO" "2994" 1 0 104 2 2
"NO" "2995" 1 0 57 2 1
"NO" "2996" 1 0 123 2 1
"NO" "2997" 3 1 93.6666666666667 3 3
"YES" "2998" 771 6857 147.726329442283 70 5
"YES" "2999" 6 4 80.6666666666667 4 4
"NO" "3" 46 104 191.760869565217 11 5
"NO" "30" 4 1 129.75 4 2
"NO" "300" 10 10 169.5 5 4
"YES" "3000" 6 4 192.666666666667 4 4
"YES" "3001" 6 4 356.333333333333 4 4
"NO" "3002" 1 0 80 2 1
"YES" "3003" 9 7 128 5 5
"NO" "3004" 1 0 115 2 2
"NO" "3005" 5 1 228.8 5 5
"NO" "3006" 1 0 194 2 2
"NO" "3007" 7 4 264.142857142857 5 3
"YES" "3008" 15 20 702.733333333333 6 5
"NO" "3009" 1 0 78 2 2
"NO" "301" 39 56 127.974358974359 12 2
"YES" "3010" 9 7 125.333333333333 5 5
"NO" "3011" 2 0 49 3 2
"NO" "3012" 21 35 194.095238095238 7 5
"NO" "3013" 3 1 138.333333333333 3 3
"NO" "3014" 1 0 133 2 2
"NO" "3015" 3 1 319 3 3
"NO" "3016" 36 84 195.027777777778 9 4
"NO" "3017" 3 1 381 3 3
"NO" "3018" 1 0 83 2 1
"NO" "3019" 1 0 42 2 2
"NO" "302" 37 62 184.594594594595 11 4
"NO" "3020" 3 1 535.333333333333 3 3
"NO" "3021" 1 0 340 2 2
"YES" "3022" 10 10 164.1 5 5
"NO" "3023" 10 10 1183.5 5 5
"NO" "3024" 3 1 84 3 3
"NO" "3025" 3 1 193.333333333333 3 3
"NO" "3026" 3 1 96.6666666666667 3 1
"NO" "3027" 13 8 234.769230769231 8 4
"YES" "3028" 10 10 581.9 5 5
"NO" "3029" 1 0 111 2 2
"NO" "303" 21 35 117.428571428571 7 3
"NO" "3030" 4 1 142.5 4 4
"NO" "3031" 17 19 103.823529411765 7 1
"YES" "3032" 10 10 404.4 5 5
"NO" "3033" 10 10 222.7 5 5
"NO" "3034" 1 0 63 2 1
"NO" "3035" 6 4 150 4 4
"NO" "3036" 1 0 81 2 2
"NO" "3037" 3 1 203 3 3
"YES" "3038" 10 10 458.5 5 5
"NO" "3039" 2 0 73.5 3 2
"NO" "304" 10 10 194.3 5 3
"NO" "3040" 1 0 154 2 2
"NO" "3041" 3 1 101 3 3
"YES" "3042" 114 272 157.912280701754 24 5
"YES" "3043" 51 69 136.235294117647 17 5
"NO" "3044" 25 30 503.52 10 5
"NO" "3045" 1 0 67 2 2
"NO" "3046" 10 10 99.5 5 5
"NO" "3047" 6 4 91.6666666666667 4 4
"NO" "3048" 1 0 89 2 2
"NO" "3049" 3 1 94.3333333333333 3 3
"NO" "305" 5 2 112.6 4 2
"NO" "3050" 1 0 66 2 2
"NO" "3051" 1 0 51 2 1
"YES" "3052" 22 21 266.818181818182 10 5
"YES" "3053" 3 1 557 3 3
"NO" "3054" 1 0 302 2 1
"NO" "3055" 1 0 110 2 2
"NO" "3056" 1 0 122 2 1
"NO" "3057" 1 0 61 2 2
"NO" "3058" 3 1 170.333333333333 3 3
"NO" "3059" 1 0 94 2 1
"NO" "306" 275 730 167.905454545455 43 5
"NO" "3060" 10 10 220.1 5 5
"NO" "3061" 13 13 126.384615384615 6 5
"NO" "3062" 1 0 52 2 2
"NO" "3063" 1 0 119 2 1
"NO" "3064" 1 0 173 2 1
"NO" "3065" 3 1 95 3 3
"NO" "3066" 10 10 98 5 5
"NO" "3067" 1 0 174 2 2
"NO" "3068" 1 0 42 2 1
"NO" "3069" 31 30 333.870967741935 14 5
"NO" "307" 15 20 158.4 6 4
"NO" "3070" 1 0 66 2 2
"YES" "3071" 10 10 311 5 5
"YES" "3072" 9 5 273.222222222222 6 5
"YES" "3073" 29 22 158.965517241379 15 5
"NO" "3074" 6 4 200.333333333333 4 4
"NO" "3075" 10 10 145.5 5 5
"NO" "3076" 10 10 215 5 5
"NO" "3077" 3 1 104 3 3
"NO" "3078" 4 1 55.25 4 4
"NO" "3079" 3 1 803.666666666667 3 3
"NO" "308" 6 4 164.5 4 2
"NO" "3080" 3 1 135.666666666667 3 3
"NO" "3081" 4 1 58 4 4
"NO" "3082" 6 4 202.833333333333 4 4
"NO" "3083" 1 0 51 2 1
"NO" "3084" 1 0 60 2 2
"NO" "3085" 12 10 106.166666666667 6 3
"YES" "3086" 2274 18283 175.509234828496 278 5
"NO" "3087" 10 10 503.3 5 5
"NO" "3088" 6 1 112.5 6 5
"NO" "3089" 10 10 274.9 5 5
"NO" "309" 3 1 402 3 3
"NO" "3090" 1 0 130 2 2
"NO" "3091" 582 2869 181.345360824742 92 5
"NO" "3092" 10 10 226.2 5 5
"NO" "3093" 3 1 263 3 3
"NO" "3094" 2 0 47 3 1
"NO" "3095" 3 1 126 3 3
"NO" "3096" 3 1 372.666666666667 3 1
"NO" "3097" 1 0 125 2 2
"NO" "3098" 18 11 208.055555555556 9 3
"YES" "3099" 21 20 376.095238095238 9 5
"NO" "31" 5 1 75.8 5 4
"NO" "310" 36 84 318.916666666667 9 5
"NO" "3100" 3 1 329.333333333333 3 3
"NO" "3101" 3 1 113.333333333333 3 3
"NO" "3102" 1 0 59 2 1
"NO" "3103" 1 0 490 2 1
"NO" "3104" 19 26 217.947368421053 7 5
"NO" "3105" 5 1 152.2 5 4
"NO" "3106" 10 10 157.6 5 5
"NO" "3107" 1 0 423 2 1
"NO" "3108" 13 13 250.307692307692 6 5
"NO" "3109" 3 1 114 3 1
"NO" "311" 14 16 77.2142857142857 6 5
"NO" "3110" 1 0 74 2 2
"NO" "3111" 1 0 94 2 1
"NO" "3112" 1 0 76 2 1
"YES" "3113" 8 5 122.25 5 5
"YES" "3114" 10 10 420.6 5 5
"NO" "3115" 10 10 525.8 5 5
"NO" "3116" 1 0 347 2 2
"NO" "3117" 1 0 232 2 2
"NO" "3118" 1 0 82 2 1
"NO" "3119" 1 0 107 2 2
"NO" "312" 19 26 151.315789473684 7 4
"NO" "3120" 3 1 59 3 1
"YES" "3121" 154 192 101.292207792208 53 5
"YES" "3122" 9 7 128.222222222222 5 5
"NO" "3123" 1 0 259 2 1
"YES" "3124" 10 10 255.4 5 5
"NO" "3125" 1 0 60 2 2
"YES" "3126" 3 1 61 3 3
"NO" "3127" 4 1 200.25 4 4
"NO" "3128" 1 0 110 2 2
"NO" "3129" 3 1 191.666666666667 3 1
"NO" "313" 36 84 212.583333333333 9 5
"NO" "3130" 1 0 99 2 2
"YES" "3131" 1 0 63 2 2
"NO" "3132" 2 0 78.5 3 1
"NO" "3133" 1 0 176 2 2
"NO" "3134" 1 0 124 2 1
"YES" "3135" 5 2 255.2 4 4
"YES" "3136" 103 170 333.815533980583 29 5
"NO" "3137" 1 0 71 2 2
"NO" "3138" 7 4 99.2857142857143 5 5
"NO" "3139" 13 6 126 9 5
"NO" "314" 14 16 146.857142857143 6 2
"NO" "3140" 10 10 224.9 5 5
"NO" "3141" 18 14 131.333333333333 9 2
"NO" "3142" 3 1 53.6666666666667 3 3
"YES" "3143" 10 10 1081 5 5
"NO" "3144" 3 1 232.666666666667 3 3
"NO" "3145" 10 10 1204.8 5 5
"YES" "3146" 58 120 141.120689655172 15 5
"NO" "3147" 1 0 175 2 1
"NO" "3148" 1 0 381 2 2
"NO" "3149" 21 35 204.571428571429 7 5
"NO" "315" 6 4 243 4 4
"NO" "3150" 10 10 1109.2 5 5
"NO" "3151" 6 2 60.5 5 1
"NO" "3152" 10 10 237.2 5 5
"NO" "3153" 6 2 104.666666666667 5 5
"YES" "3154" 6 4 186.833333333333 4 4
"YES" "3155" 31 40 298.290322580645 12 5
"NO" "3156" 3 1 152 3 3
"NO" "3157" 1 0 57 2 1
"NO" "3158" 1 0 55 2 1
"NO" "3159" 2 0 139.5 3 2
"NO" "316" 48 84 101.458333333333 12 5
"NO" "3160" 1 0 50 2 1
"NO" "3161" 1 0 75 2 1
"NO" "3162" 10 10 163.3 5 5
"NO" "3163" 27 50 264.222222222222 8 5
"NO" "3164" 1 0 59 2 2
"NO" "3165" 1 0 140 2 2
"NO" "3166" 1 0 239 2 1
"NO" "3167" 1 0 57 2 2
"NO" "3168" 3 1 78 3 3
"NO" "3169" 3 0 318.666666666667 4 2
"NO" "317" 464 4466 221.362068965517 31 5
"NO" "3170" 10 10 523.3 5 5
"NO" "3171" 10 10 323.7 5 3
"NO" "3172" 6 4 67.3333333333333 4 4
"NO" "3173" 10 10 102 5 5
"NO" "3174" 1 0 89 2 1
"NO" "3175" 10 10 456.3 5 5
"YES" "3176" 10 10 114.1 5 5
"NO" "3177" 1 0 119 2 1
"NO" "3178" 1 0 89 2 2
"NO" "3179" 1 0 89 2 2
"NO" "318" 4 1 82.75 4 4
"NO" "3180" 6 4 125.833333333333 4 4
"NO" "3181" 31 30 265.387096774194 13 5
"NO" "3182" 21 17 162.190476190476 11 5
"NO" "3183" 1 0 64 2 1
"NO" "3184" 6 4 311 4 3
"NO" "3185" 1 0 74 2 1
"NO" "3186" 3 1 1058 3 3
"NO" "3187" 1 0 44 2 1
"NO" "3188" 1 0 236 2 1
"YES" "3189" 3 1 123 3 3
"NO" "319" 36 84 488.027777777778 9 5
"YES" "3190" 10 10 120.5 5 5
"NO" "3191" 32 43 131.75 11 5
"NO" "3192" 1 0 472 2 2
"YES" "3193" 10 10 267.9 5 5
"YES" "3194" 184 332 182.75 55 5
"NO" "3195" 1 0 47 2 2
"NO" "3196" 13 11 573.461538461538 7 5
"YES" "3197" 3 1 345.333333333333 3 3
"NO" "3198" 878 4243 151.176537585421 118 5
"YES" "3199" 8 5 106.375 5 5
"NO" "32" 85 240 239.2 16 5
"YES" "320" 34476 2295228 145.885572572224 357 5
"NO" "3200" 1 0 52 2 2
"NO" "3201" 13 7 103.153846153846 8 1
"YES" "3202" 10 10 498.1 5 5
"NO" "3203" 1 0 215 2 2
"YES" "3204" 10 10 195.1 5 5
"NO" "3205" 6 1 80.6666666666667 5 3
"NO" "3206" 7 4 230 5 5
"YES" "3207" 10 10 247.3 5 5
"NO" "3208" 1 0 96 2 2
"NO" "3209" 10 10 295.6 5 5
"NO" "321" 5 2 97.2 4 1
"NO" "3210" 8 5 124 5 4
"YES" "3211" 10 10 227.2 5 5
"NO" "3212" 1 0 78 2 2
"NO" "3213" 1 0 120 2 2
"NO" "3214" 1 0 61 2 1
"NO" "3215" 10 10 165.7 5 5
"YES" "3216" 12 11 655 6 5
"NO" "3217" 1 0 189 2 2
"NO" "3218" 10 10 113.4 5 5
"NO" "3219" 9 7 97.7777777777778 5 5
"NO" "322" 20 30 69.4 7 5
"YES" "3220" 39 48 133.358974358974 16 5
"NO" "3221" 1 0 117 2 2
"NO" "3222" 1 0 285 2 2
"YES" "3223" 10 10 241 5 5
"NO" "3224" 6 4 122 4 4
"YES" "3225" 10 10 431.2 5 5
"NO" "3226" 6 4 49 4 4
"NO" "3227" 1 0 49 2 2
"NO" "3228" 10 10 240.8 5 5
"NO" "3229" 13 5 83.3076923076923 9 3
"NO" "323" 166 786 148.222891566265 21 3
"NO" "3230" 3 1 140.333333333333 3 1
"YES" "3231" 11 10 166.727272727273 6 5
"NO" "3232" 10 10 195.6 5 5
"NO" "3233" 1 0 44 2 1
"NO" "3234" 1 0 163 2 1
"NO" "3235" 1 0 70 2 2
"NO" "3236" 9 2 224.111111111111 8 5
"NO" "3237" 1 0 258 2 2
"NO" "3238" 1 0 43 2 2
"NO" "3239" 1 0 151 2 1
"YES" "324" 29082 401960 72.5627192077574 1141 5
"YES" "3240" 10 10 230.5 5 5
"NO" "3241" 1 0 214 2 2
"YES" "3242" 10 10 108.3 5 5
"NO" "3243" 8 4 356.75 6 4
"NO" "3244" 3 1 389 3 3
"NO" "3245" 12 5 71.5833333333333 8 3
"NO" "3246" 3 1 350.333333333333 3 3
"NO" "3247" 5 2 178.8 4 4
"NO" "3248" 9 7 140.888888888889 5 5
"NO" "3249" 10 10 244.4 5 5
"NO" "325" 10 5 122.6 7 3
"NO" "3250" 5 2 141.2 4 4
"NO" "3251" 4 1 112.75 4 3
"NO" "3252" 5 2 108 4 4
"NO" "3253" 3 1 154 3 1
"NO" "3254" 3 0 96.6666666666667 4 3
"NO" "3255" 1 0 96 2 1
"NO" "3256" 1 0 49 2 1
"NO" "3257" 1 0 85 2 1
"NO" "3258" 14 2 67.6428571428571 11 5
"NO" "3259" 2 0 90.5 3 1
"NO" "326" 41 91 114.707317073171 10 3
"NO" "3260" 10 10 220.4 5 5
"NO" "3261" 3 1 152 3 3
"YES" "3262" 1 0 336 2 2
"NO" "3263" 10 10 1010 5 5
"NO" "3264" 28 56 310.285714285714 8 4
"NO" "3265" 1 0 118 2 2
"NO" "3266" 1 0 63 2 1
"NO" "3267" 3 1 246.666666666667 3 3
"NO" "3268" 10 10 253 5 5
"NO" "3269" 5 1 65.2 5 4
"NO" "327" 3 1 97.3333333333333 3 3
"NO" "3270" 1 0 101 2 1
"NO" "3271" 1 0 279 2 1
"NO" "3272" 10 10 133.6 5 5
"NO" "3273" 1 0 384 2 1
"NO" "3274" 6 4 117.833333333333 4 4
"NO" "3275" 19 10 115.421052631579 11 2
"YES" "3276" 29 34 154.793103448276 10 5
"NO" "3277" 3 1 227.666666666667 3 3
"NO" "3278" 3 1 217.333333333333 3 3
"NO" "3279" 1 0 52 2 2
"YES" "328" 54 72 174.296296296296 19 5
"NO" "3280" 9 7 150.222222222222 5 5
"NO" "3281" 10 10 179.1 5 5
"NO" "3282" 3 1 76.3333333333333 3 3
"NO" "3283" 3 1 147 3 3
"NO" "3284" 19 15 245.315789473684 9 5
"NO" "3285" 1 0 69 2 2
"NO" "3286" 1 0 69 2 1
"NO" "3287" 1 0 168 2 2
"YES" "3288" 11 2 300.454545454545 9 5
"NO" "3289" 10 10 175.6 5 5
"NO" "329" 17 17 144.117647058824 8 1
"NO" "3290" 3 0 74.3333333333333 4 4
"NO" "3291" 10 10 161.5 5 3
"NO" "3292" 1 0 128 2 2
"YES" "3293" 10 10 258.2 5 5
"NO" "3294" 47 58 112.68085106383 21 1
"NO" "3295" 1 0 52 2 2
"NO" "3296" 1 0 178 2 2
"NO" "3297" 9 7 69.7777777777778 5 5
"NO" "3298" 7 3 223.142857142857 5 5
"NO" "3299" 60 86 72.7333333333333 20 3
"YES" "33" 19161 360056 178.781274463754 584 5
"NO" "330" 58 87 140.672413793103 19 5
"NO" "3300" 1 0 51 2 2
"NO" "3301" 9 2 91.5555555555556 8 1
"NO" "3302" 1 0 62 2 2
"NO" "3303" 1 0 114 2 1
"NO" "3304" 1 0 138 2 1
"YES" "3305" 10 10 258.2 5 5
"NO" "3306" 1 0 109 2 2
"NO" "3307" 9 7 68.6666666666667 5 5
"NO" "3308" 1 0 64 2 1
"NO" "3309" 1 0 308 2 1
"NO" "331" 34 58 100.705882352941 10 1
"YES" "3310" 3045 55332 118.888669950739 139 5
"NO" "3311" 1 0 119 2 2
"NO" "3312" 10 10 802.9 5 5
"NO" "3313" 9 7 113.444444444444 5 5
"YES" "3314" 10 10 171.9 5 5
"NO" "3315" 3 1 234.333333333333 3 3
"NO" "3316" 1 0 127 2 1
"NO" "3317" 1 0 287 2 1
"NO" "3318" 39 81 319.74358974359 10 5
"NO" "3319" 5 2 237.2 4 1
"NO" "332" 105 292 174.961904761905 20 5
"YES" "3320" 10 10 517.5 5 5
"YES" "3321" 10 10 345.7 5 5
"NO" "3322" 1 0 96 2 2
"NO" "3323" 6 1 81.3333333333333 6 2
"NO" "3324" 1 0 147 2 2
"NO" "3325" 6 4 121.333333333333 4 4
"NO" "3326" 9 7 363.222222222222 5 5
